holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,is_rush_hour,transport_demand_level,temp_celsius,electricity_demand_level,water_service_demand_level,is_holiday
,282.51,0.0,0.0,100,Drizzle,light intensity drizzle,2012-10-18 21:00:00,2649.0,21,3,False,False,Medium,9.360000000000014,Medium,Low,0
,281.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-18 22:00:00,2005.0,22,3,False,False,Low,8.75,Medium,Low,0
,281.85,0.0,0.0,90,Clouds,overcast clouds,2012-10-18 23:00:00,1177.0,23,3,False,False,Low,8.700000000000045,Medium,Low,0
,281.28,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 00:00:00,699.0,0,4,False,False,Low,8.129999999999995,Medium,Low,0
,280.97,0.0,0.0,87,Mist,mist,2012-10-19 01:00:00,436.0,1,4,False,False,Low,7.82000000000005,Medium,Low,0
,280.44,0.0,0.0,87,Drizzle,light intensity drizzle,2012-10-19 02:00:00,353.0,2,4,False,False,Low,7.2900000000000205,Medium,Low,0
,280.44,0.0,0.0,87,Mist,mist,2012-10-19 02:00:00,353.0,2,4,False,False,Low,7.2900000000000205,Medium,Low,0
,280.02,0.0,0.0,87,Mist,mist,2012-10-19 03:00:00,399.0,3,4,False,False,Low,6.8700000000000045,Medium,Low,0
,279.79,0.0,0.0,87,Drizzle,light intensity drizzle,2012-10-19 04:00:00,720.0,4,4,False,False,Low,6.640000000000043,Medium,Low,0
,279.79,0.0,0.0,87,Mist,mist,2012-10-19 04:00:00,720.0,4,4,False,False,Low,6.640000000000043,Medium,Low,0
,279.79,0.0,0.0,87,Rain,light rain,2012-10-19 04:00:00,720.0,4,4,False,False,Low,6.640000000000043,Medium,Low,0
,279.79,0.0,0.0,87,Drizzle,drizzle,2012-10-19 04:00:00,720.0,4,4,False,False,Low,6.640000000000043,Medium,Low,0
,279.74,0.0,0.0,87,Mist,mist,2012-10-19 05:00:00,2370.0,5,4,False,False,Medium,6.590000000000032,Medium,Low,0
,279.74,0.0,0.0,87,Rain,light rain,2012-10-19 05:00:00,2370.0,5,4,False,False,Medium,6.590000000000032,Medium,Low,0
,279.65,0.0,0.0,87,Drizzle,light intensity drizzle,2012-10-19 06:00:00,5162.0,6,4,False,False,High,6.5,Medium,Low,0
,279.65,0.0,0.0,87,Mist,mist,2012-10-19 06:00:00,5162.0,6,4,False,False,High,6.5,Medium,Low,0
,279.65,0.0,0.0,87,Rain,light rain,2012-10-19 06:00:00,5162.0,6,4,False,False,High,6.5,Medium,Low,0
,279.45,0.0,0.0,91,Mist,mist,2012-10-19 07:00:00,5777.0,7,4,False,True,High,6.300000000000011,Medium,Low,0
,279.45,0.0,0.0,91,Rain,moderate rain,2012-10-19 07:00:00,5777.0,7,4,False,True,High,6.300000000000011,Medium,Low,0
,279.22,0.0,0.0,91,Drizzle,light intensity drizzle,2012-10-19 08:00:00,5235.0,8,4,False,True,High,6.07000000000005,Medium,Low,0
,279.22,0.0,0.0,91,Mist,mist,2012-10-19 08:00:00,5235.0,8,4,False,True,High,6.07000000000005,Medium,Low,0
,279.22,0.0,0.0,91,Rain,light rain,2012-10-19 08:00:00,5235.0,8,4,False,True,High,6.07000000000005,Medium,Low,0
,279.35,0.0,0.0,91,Rain,light rain,2012-10-19 09:00:00,4606.0,9,4,False,True,Medium,6.2000000000000455,Medium,Low,0
,279.35,0.0,0.0,91,Mist,mist,2012-10-19 09:00:00,4606.0,9,4,False,True,Medium,6.2000000000000455,Medium,Low,0
,279.92,0.0,0.0,91,Mist,mist,2012-10-19 10:00:00,4328.0,10,4,False,False,Medium,6.770000000000039,Medium,Low,0
,280.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 11:00:00,4282.0,11,4,False,False,Medium,7.2900000000000205,Medium,Low,0
,281.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 12:00:00,4489.0,12,4,False,False,Medium,7.850000000000023,Medium,Low,0
,281.51,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 13:00:00,4908.0,13,4,False,False,High,8.360000000000014,Medium,Low,0
,281.93,0.0,0.0,92,Mist,mist,2012-10-19 14:00:00,5620.0,14,4,False,False,High,8.78000000000003,Medium,Low,0
,281.94,0.0,0.0,92,Mist,mist,2012-10-19 15:00:00,5849.0,15,4,False,False,High,8.79000000000002,Medium,Low,0
,281.94,0.0,0.0,92,Drizzle,light intensity drizzle,2012-10-19 15:00:00,5849.0,15,4,False,False,High,8.79000000000002,Medium,Low,0
,282.27,0.0,0.0,92,Rain,moderate rain,2012-10-19 16:00:00,4945.0,16,4,False,True,High,9.120000000000005,Medium,Low,0
,282.41,0.0,0.0,92,Rain,light rain,2012-10-19 17:00:00,4619.0,17,4,False,True,Medium,9.260000000000048,Medium,Low,0
,282.21,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 18:00:00,4479.0,18,4,False,True,Medium,9.060000000000002,Medium,Low,0
,281.69,0.0,0.0,75,Clouds,broken clouds,2012-10-19 19:00:00,3804.0,19,4,False,False,Medium,8.54000000000002,Medium,Low,0
,281.26,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 20:00:00,2908.0,20,4,False,False,Medium,8.110000000000014,Medium,Low,0
,280.66,0.0,0.0,92,Mist,mist,2012-10-19 21:00:00,2942.0,21,4,False,False,Medium,7.510000000000048,Medium,Low,0
,280.43,0.0,0.0,92,Drizzle,drizzle,2012-10-19 22:00:00,3077.0,22,4,False,False,Medium,7.28000000000003,Medium,Low,0
,280.43,0.0,0.0,92,Drizzle,light intensity drizzle,2012-10-19 22:00:00,3077.0,22,4,False,False,Medium,7.28000000000003,Medium,Low,0
,280.1,0.0,0.0,92,Mist,mist,2012-10-19 23:00:00,2051.0,23,4,False,False,Low,6.9500000000000455,Medium,Low,0
,280.1,0.0,0.0,92,Rain,light rain,2012-10-19 23:00:00,2051.0,23,4,False,False,Low,6.9500000000000455,Medium,Low,0
,280.1,0.0,0.0,92,Drizzle,light intensity drizzle,2012-10-19 23:00:00,2051.0,23,4,False,False,Low,6.9500000000000455,Medium,Low,0
,280.06,0.0,0.0,92,Rain,light rain,2012-10-20 00:00:00,1270.0,0,5,True,False,Low,6.910000000000025,Medium,Low,0
,280.06,0.0,0.0,92,Rain,moderate rain,2012-10-20 00:00:00,1270.0,0,5,True,False,Low,6.910000000000025,Medium,Low,0
,280.28,0.0,0.0,96,Drizzle,drizzle,2012-10-20 01:00:00,773.0,1,5,True,False,Low,7.1299999999999955,Medium,Low,0
,280.28,0.0,0.0,96,Rain,light rain,2012-10-20 01:00:00,773.0,1,5,True,False,Low,7.1299999999999955,Medium,Low,0
,280.38,0.0,0.0,96,Drizzle,light intensity drizzle,2012-10-20 02:00:00,589.0,2,5,True,False,Low,7.230000000000018,Medium,Low,0
,280.62,0.0,0.0,96,Drizzle,light intensity drizzle,2012-10-20 03:00:00,432.0,3,5,True,False,Low,7.470000000000027,Medium,Low,0
,280.62,0.0,0.0,96,Mist,mist,2012-10-20 03:00:00,432.0,3,5,True,False,Low,7.470000000000027,Medium,Low,0
,280.91,0.0,0.0,96,Mist,mist,2012-10-20 04:00:00,401.0,4,5,True,False,Low,7.760000000000048,Medium,Low,0
,280.91,0.0,0.0,96,Drizzle,drizzle,2012-10-20 04:00:00,401.0,4,5,True,False,Low,7.760000000000048,Medium,Low,0
,280.91,0.0,0.0,96,Rain,light rain,2012-10-20 04:00:00,401.0,4,5,True,False,Low,7.760000000000048,Medium,Low,0
,280.96,0.0,0.0,96,Rain,light rain,2012-10-20 05:00:00,759.0,5,5,True,False,Low,7.810000000000002,Medium,Low,0
,280.96,0.0,0.0,96,Mist,mist,2012-10-20 05:00:00,759.0,5,5,True,False,Low,7.810000000000002,Medium,Low,0
,280.96,0.0,0.0,96,Drizzle,drizzle,2012-10-20 05:00:00,759.0,5,5,True,False,Low,7.810000000000002,Medium,Low,0
,281.13,0.0,0.0,96,Rain,light rain,2012-10-20 06:00:00,1313.0,6,5,True,False,Low,7.980000000000018,Medium,Low,0
,281.13,0.0,0.0,96,Mist,mist,2012-10-20 06:00:00,1313.0,6,5,True,False,Low,7.980000000000018,Medium,Low,0
,281.13,0.0,0.0,96,Drizzle,light intensity drizzle,2012-10-20 06:00:00,1313.0,6,5,True,False,Low,7.980000000000018,Medium,Low,0
,281.28,0.0,0.0,100,Rain,light rain,2012-10-20 07:00:00,1824.0,7,5,True,False,Low,8.129999999999995,Medium,Low,0
,281.28,0.0,0.0,100,Mist,mist,2012-10-20 07:00:00,1824.0,7,5,True,False,Low,8.129999999999995,Medium,Low,0
,281.28,0.0,0.0,100,Drizzle,drizzle,2012-10-20 07:00:00,1824.0,7,5,True,False,Low,8.129999999999995,Medium,Low,0
,281.19,0.0,0.0,100,Rain,light rain,2012-10-20 08:00:00,2787.0,8,5,True,False,Medium,8.04000000000002,Medium,Low,0
,281.19,0.0,0.0,100,Mist,mist,2012-10-20 08:00:00,2787.0,8,5,True,False,Medium,8.04000000000002,Medium,Low,0
,281.19,0.0,0.0,100,Drizzle,drizzle,2012-10-20 08:00:00,2787.0,8,5,True,False,Medium,8.04000000000002,Medium,Low,0
,281.7,0.0,0.0,100,Rain,light rain,2012-10-20 09:00:00,3713.0,9,5,True,False,Medium,8.550000000000011,Medium,Low,0
,281.7,0.0,0.0,100,Drizzle,drizzle,2012-10-20 09:00:00,3713.0,9,5,True,False,Medium,8.550000000000011,Medium,Low,0
,281.7,0.0,0.0,100,Mist,mist,2012-10-20 09:00:00,3713.0,9,5,True,False,Medium,8.550000000000011,Medium,Low,0
,281.7,0.0,0.0,100,Drizzle,light intensity drizzle,2012-10-20 09:00:00,3713.0,9,5,True,False,Medium,8.550000000000011,Medium,Low,0
,282.02,0.0,0.0,100,Rain,light rain,2012-10-20 10:00:00,3815.0,10,5,True,False,Medium,8.870000000000005,Medium,Low,0
,282.02,0.0,0.0,100,Drizzle,drizzle,2012-10-20 10:00:00,3815.0,10,5,True,False,Medium,8.870000000000005,Medium,Low,0
,282.02,0.0,0.0,100,Mist,mist,2012-10-20 10:00:00,3815.0,10,5,True,False,Medium,8.870000000000005,Medium,Low,0
,282.02,0.0,0.0,100,Rain,moderate rain,2012-10-20 10:00:00,3815.0,10,5,True,False,Medium,8.870000000000005,Medium,Low,0
,282.35,0.0,0.0,100,Rain,light rain,2012-10-20 11:00:00,4339.0,11,5,True,False,Medium,9.200000000000045,Medium,Low,0
,282.35,0.0,0.0,100,Mist,mist,2012-10-20 11:00:00,4339.0,11,5,True,False,Medium,9.200000000000045,Medium,Low,0
,282.35,0.0,0.0,100,Drizzle,drizzle,2012-10-20 11:00:00,4339.0,11,5,True,False,Medium,9.200000000000045,Medium,Low,0
,282.71,0.0,0.0,100,Rain,heavy intensity rain,2012-10-20 12:00:00,4613.0,12,5,True,False,Medium,9.560000000000002,Medium,Low,0
,282.71,0.0,0.0,100,Mist,mist,2012-10-20 12:00:00,4613.0,12,5,True,False,Medium,9.560000000000002,Medium,Low,0
,282.71,0.0,0.0,100,Rain,light rain,2012-10-20 12:00:00,4613.0,12,5,True,False,Medium,9.560000000000002,Medium,Low,0
,282.71,0.0,0.0,100,Rain,moderate rain,2012-10-20 12:00:00,4613.0,12,5,True,False,Medium,9.560000000000002,Medium,Low,0
,283.31,0.0,0.0,48,Rain,light rain,2012-10-20 13:00:00,4507.0,13,5,True,False,Medium,10.160000000000025,Medium,Low,0
,283.79,0.0,0.0,90,Clouds,overcast clouds,2012-10-20 14:00:00,4452.0,14,5,True,False,Medium,10.640000000000043,Medium,Low,0
,284.2,0.0,0.0,75,Clouds,broken clouds,2012-10-20 15:00:00,4636.0,15,5,True,False,Medium,11.050000000000011,Medium,Low,0
,284.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-20 16:00:00,4810.0,16,5,True,False,High,11.170000000000016,Medium,Low,0
,284.13,0.0,0.0,75,Clouds,broken clouds,2012-10-20 17:00:00,5125.0,17,5,True,False,High,10.980000000000018,Medium,Low,0
,283.14,0.0,0.0,40,Clouds,scattered clouds,2012-10-20 18:00:00,4337.0,18,5,True,False,Medium,9.990000000000009,Medium,Low,0
,281.4,0.0,0.0,40,Clouds,scattered clouds,2012-10-20 19:00:00,3644.0,19,5,True,False,Medium,8.25,Medium,Low,0
,280.47,0.0,0.0,20,Clouds,few clouds,2012-10-20 20:00:00,3107.0,20,5,True,False,Medium,7.32000000000005,Medium,Low,0
,279.52,0.0,0.0,20,Clouds,few clouds,2012-10-20 21:00:00,2929.0,21,5,True,False,Medium,6.3700000000000045,Medium,Low,0
,278.85,0.0,0.0,48,Mist,mist,2012-10-20 22:00:00,2865.0,22,5,True,False,Medium,5.7000000000000455,Medium,Low,0
,278.12,0.0,0.0,48,Fog,fog,2012-10-20 23:00:00,2340.0,23,5,True,False,Medium,4.970000000000027,High,Low,0
,277.94,0.0,0.0,48,Mist,mist,2012-10-21 00:00:00,1372.0,0,6,True,False,Low,4.7900000000000205,High,Low,0
,275.93,0.0,0.0,60,Fog,fog,2012-10-21 08:00:00,1928.0,8,6,True,False,Low,2.7800000000000296,High,Low,0
,275.93,0.0,0.0,60,Mist,mist,2012-10-21 08:00:00,1928.0,8,6,True,False,Low,2.7800000000000296,High,Low,0
,284.09,0.0,0.0,75,Clouds,broken clouds,2012-10-21 17:00:00,4695.0,17,6,True,False,High,10.939999999999998,Medium,Low,0
,282.6,0.0,0.0,75,Clouds,broken clouds,2012-10-21 18:00:00,4335.0,18,6,True,False,Medium,9.450000000000045,Medium,Low,0
,281.72,0.0,0.0,90,Clouds,overcast clouds,2012-10-21 22:00:00,1583.0,22,6,True,False,Low,8.57000000000005,Medium,Low,0
,281.26,0.0,0.0,90,Clouds,overcast clouds,2012-10-21 23:00:00,959.0,23,6,True,False,Low,8.110000000000014,Medium,Low,0
,281.29,0.0,0.0,75,Clouds,broken clouds,2012-10-22 00:00:00,498.0,0,0,False,False,Low,8.140000000000043,Medium,Low,0
,281.01,0.0,0.0,75,Clouds,broken clouds,2012-10-22 01:00:00,306.0,1,0,False,False,Low,7.860000000000014,Medium,Low,0
,280.57,0.0,0.0,40,Clouds,scattered clouds,2012-10-22 02:00:00,259.0,2,0,False,False,Low,7.420000000000016,Medium,Low,0
,280.54,0.0,0.0,75,Clouds,broken clouds,2012-10-22 03:00:00,324.0,3,0,False,False,Low,7.390000000000043,Medium,Low,0
,279.37,0.0,0.0,8,Mist,mist,2012-10-22 04:00:00,806.0,4,0,False,False,Low,6.220000000000027,Medium,Low,0
,279.18,0.0,0.0,8,Mist,mist,2012-10-22 05:00:00,2622.0,5,0,False,False,Medium,6.03000000000003,Medium,Low,0
,279.05,0.0,0.0,8,Mist,mist,2012-10-22 06:00:00,5456.0,6,0,False,False,High,5.900000000000034,Medium,Low,0
,282.7,0.0,0.0,38,Clear,sky is clear,2012-10-22 10:00:00,4324.0,10,0,False,False,Medium,9.550000000000011,Medium,Low,0
,286.17,0.0,0.0,40,Clouds,scattered clouds,2012-10-22 11:00:00,4378.0,11,0,False,False,Medium,13.020000000000039,Medium,Low,0
,288.61,0.0,0.0,75,Clouds,broken clouds,2012-10-22 12:00:00,4639.0,12,0,False,False,Medium,15.460000000000036,Low,Low,0
,290.59,0.0,0.0,20,Clouds,few clouds,2012-10-22 13:00:00,4546.0,13,0,False,False,Medium,17.439999999999998,Low,Low,0
,292.21,0.0,0.0,75,Clouds,broken clouds,2012-10-22 14:00:00,5006.0,14,0,False,False,High,19.060000000000002,Low,Low,0
,293.56,0.0,0.0,75,Clouds,broken clouds,2012-10-22 15:00:00,5361.0,15,0,False,False,High,20.410000000000025,Low,Low,0
,293.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-22 16:00:00,6101.0,16,0,False,True,High,20.28000000000003,Low,Low,0
,293.4,0.0,0.0,40,Clouds,scattered clouds,2012-10-22 17:00:00,5781.0,17,0,False,True,High,20.25,Low,Low,0
,291.47,0.0,0.0,20,Clouds,few clouds,2012-10-22 18:00:00,4272.0,18,0,False,True,Medium,18.32000000000005,Low,Low,0
,289.17,0.0,0.0,20,Clouds,few clouds,2012-10-22 19:00:00,3091.0,19,0,False,False,Medium,16.02000000000004,Low,Low,0
,287.28,0.0,0.0,1,Clear,sky is clear,2012-10-22 20:00:00,2434.0,20,0,False,False,Medium,14.129999999999995,Medium,Low,0
,286.1,0.0,0.0,1,Clear,sky is clear,2012-10-22 21:00:00,1984.0,21,0,False,False,Low,12.950000000000045,Medium,Low,0
,285.45,0.0,0.0,75,Clouds,broken clouds,2012-10-22 22:00:00,1383.0,22,0,False,False,Low,12.300000000000011,Medium,Low,0
,285.33,0.0,0.0,90,Clouds,overcast clouds,2012-10-22 23:00:00,959.0,23,0,False,False,Low,12.180000000000007,Medium,Low,0
,285.07,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 00:00:00,511.0,0,1,False,False,Low,11.920000000000016,Medium,Low,0
,284.58,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 01:00:00,346.0,1,1,False,False,Low,11.430000000000007,Medium,Low,0
,283.88,0.0,0.0,75,Clouds,broken clouds,2012-10-23 02:00:00,253.0,2,1,False,False,Low,10.730000000000018,Medium,Low,0
,283.55,0.0,0.0,75,Clouds,broken clouds,2012-10-23 03:00:00,349.0,3,1,False,False,Low,10.400000000000034,Medium,Low,0
,282.85,0.0,0.0,20,Clouds,few clouds,2012-10-23 04:00:00,807.0,4,1,False,False,Low,9.700000000000045,Medium,Low,0
,282.42,0.0,0.0,20,Clouds,few clouds,2012-10-23 05:00:00,2669.0,5,1,False,False,Medium,9.270000000000039,Medium,Low,0
,282.13,0.0,0.0,75,Clouds,broken clouds,2012-10-23 06:00:00,5210.0,6,1,False,False,High,8.980000000000018,Medium,Low,0
,281.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-23 07:00:00,6083.0,7,1,False,True,High,8.700000000000045,Medium,Low,0
,281.85,0.0,0.0,20,Clouds,few clouds,2012-10-23 08:00:00,5790.0,8,1,False,True,High,8.700000000000045,Medium,Low,0
,283.07,0.0,0.0,75,Clouds,broken clouds,2012-10-23 09:00:00,5484.0,9,1,False,True,High,9.920000000000016,Medium,Low,0
,284.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 10:00:00,4407.0,10,1,False,False,Medium,11.379999999999995,Medium,Low,0
,285.6,0.0,0.0,75,Clouds,broken clouds,2012-10-23 11:00:00,4725.0,11,1,False,False,High,12.450000000000045,Medium,Low,0
,286.63,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 12:00:00,4826.0,12,1,False,False,High,13.480000000000018,Medium,Low,0
,286.75,0.0,0.0,99,Rain,moderate rain,2012-10-23 13:00:00,4945.0,13,1,False,False,High,13.600000000000023,Medium,Low,0
,287.97,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 14:00:00,5065.0,14,1,False,False,High,14.82000000000005,Medium,Low,0
,288.54,0.0,0.0,99,Thunderstorm,proximity thunderstorm,2012-10-23 15:00:00,5618.0,15,1,False,False,High,15.390000000000043,Low,Low,0
,288.72,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 16:00:00,6094.0,16,1,False,True,High,15.57000000000005,Low,Low,0
,288.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 17:00:00,5844.0,17,1,False,True,High,15.379999999999995,Low,Low,0
,288.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 18:00:00,4649.0,18,1,False,True,Medium,15.010000000000048,Low,Low,0
,287.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 19:00:00,3180.0,19,1,False,False,Medium,14.439999999999998,Medium,Low,0
,287.21,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 20:00:00,2963.0,20,1,False,False,Medium,14.060000000000002,Medium,Low,0
,286.29,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 21:00:00,2450.0,21,1,False,False,Medium,13.140000000000043,Medium,Low,0
,285.7,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 22:00:00,1613.0,22,1,False,False,Low,12.550000000000011,Medium,Low,0
,285.61,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 23:00:00,1021.0,23,1,False,False,Low,12.460000000000036,Medium,Low,0
,285.37,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-24 00:00:00,580.0,0,2,False,False,Low,12.220000000000027,Medium,Low,0
,285.37,0.0,0.0,99,Mist,mist,2012-10-24 00:00:00,580.0,0,2,False,False,Low,12.220000000000027,Medium,Low,0
,285.51,0.0,0.0,90,Clouds,overcast clouds,2012-10-24 01:00:00,298.0,1,2,False,False,Low,12.360000000000014,Medium,Low,0
,285.6,0.0,0.0,100,Haze,haze,2012-10-24 02:00:00,261.0,2,2,False,False,Low,12.450000000000045,Medium,Low,0
,285.99,0.0,0.0,100,Mist,mist,2012-10-24 03:00:00,408.0,3,2,False,False,Low,12.840000000000032,Medium,Low,0
,285.99,0.0,0.0,100,Haze,haze,2012-10-24 03:00:00,408.0,3,2,False,False,Low,12.840000000000032,Medium,Low,0
,285.94,0.0,0.0,100,Mist,mist,2012-10-24 04:00:00,793.0,4,2,False,False,Low,12.79000000000002,Medium,Low,0
,285.94,0.0,0.0,100,Thunderstorm,proximity thunderstorm,2012-10-24 04:00:00,793.0,4,2,False,False,Low,12.79000000000002,Medium,Low,0
,285.97,0.0,0.0,90,Mist,mist,2012-10-24 05:00:00,2643.0,5,2,False,False,Medium,12.82000000000005,Medium,Low,0
,285.97,0.0,0.0,90,Rain,light rain,2012-10-24 05:00:00,2643.0,5,2,False,False,Medium,12.82000000000005,Medium,Low,0
,285.97,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2012-10-24 05:00:00,2643.0,5,2,False,False,Medium,12.82000000000005,Medium,Low,0
,285.73,0.0,0.0,90,Mist,mist,2012-10-24 06:00:00,5593.0,6,2,False,False,High,12.580000000000041,Medium,Low,0
,285.73,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,2012-10-24 06:00:00,5593.0,6,2,False,False,High,12.580000000000041,Medium,Low,0
,285.73,0.0,0.0,90,Rain,moderate rain,2012-10-24 06:00:00,5593.0,6,2,False,False,High,12.580000000000041,Medium,Low,0
,285.73,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2012-10-24 06:00:00,5593.0,6,2,False,False,High,12.580000000000041,Medium,Low,0
,285.5,0.0,0.0,90,Rain,light rain,2012-10-24 07:00:00,5722.0,7,2,False,True,High,12.350000000000023,Medium,Low,0
,285.5,0.0,0.0,90,Mist,mist,2012-10-24 07:00:00,5722.0,7,2,False,True,High,12.350000000000023,Medium,Low,0
,285.55,0.0,0.0,90,Drizzle,light intensity drizzle,2012-10-24 08:00:00,5607.0,8,2,False,True,High,12.400000000000034,Medium,Low,0
,285.55,0.0,0.0,90,Mist,mist,2012-10-24 08:00:00,5607.0,8,2,False,True,High,12.400000000000034,Medium,Low,0
,285.55,0.0,0.0,90,Rain,light rain,2012-10-24 08:00:00,5607.0,8,2,False,True,High,12.400000000000034,Medium,Low,0
,285.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2012-10-24 08:00:00,5607.0,8,2,False,True,High,12.400000000000034,Medium,Low,0
,285.93,0.0,0.0,90,Drizzle,light intensity drizzle,2012-10-24 09:00:00,5492.0,9,2,False,True,High,12.78000000000003,Medium,Low,0
,285.93,0.0,0.0,90,Mist,mist,2012-10-24 09:00:00,5492.0,9,2,False,True,High,12.78000000000003,Medium,Low,0
,285.93,0.0,0.0,90,Rain,moderate rain,2012-10-24 09:00:00,5492.0,9,2,False,True,High,12.78000000000003,Medium,Low,0
,286.34,0.0,0.0,90,Mist,mist,2012-10-24 10:00:00,4542.0,10,2,False,False,Medium,13.189999999999998,Medium,Low,0
,286.82,0.0,0.0,90,Mist,mist,2012-10-24 11:00:00,4720.0,11,2,False,False,High,13.670000000000016,Medium,Low,0
,286.82,0.0,0.0,90,Fog,fog,2012-10-24 11:00:00,4720.0,11,2,False,False,High,13.670000000000016,Medium,Low,0
,288.36,0.0,0.0,90,Mist,mist,2012-10-24 12:00:00,4982.0,12,2,False,False,High,15.210000000000036,Low,Low,0
,288.36,0.0,0.0,90,Haze,haze,2012-10-24 12:00:00,4982.0,12,2,False,False,High,15.210000000000036,Low,Low,0
,288.36,0.0,0.0,90,Fog,fog,2012-10-24 12:00:00,4982.0,12,2,False,False,High,15.210000000000036,Low,Low,0
,289.08,0.0,0.0,90,Haze,haze,2012-10-24 13:00:00,5032.0,13,2,False,False,High,15.930000000000007,Low,Low,0
,289.08,0.0,0.0,90,Mist,mist,2012-10-24 13:00:00,5032.0,13,2,False,False,High,15.930000000000007,Low,Low,0
,289.08,0.0,0.0,90,Fog,fog,2012-10-24 13:00:00,5032.0,13,2,False,False,High,15.930000000000007,Low,Low,0
,289.88,0.0,0.0,90,Mist,mist,2012-10-24 14:00:00,5212.0,14,2,False,False,High,16.730000000000018,Low,Low,0
,289.88,0.0,0.0,90,Haze,haze,2012-10-24 14:00:00,5212.0,14,2,False,False,High,16.730000000000018,Low,Low,0
,290.24,0.0,0.0,90,Mist,mist,2012-10-24 15:00:00,5661.0,15,2,False,False,High,17.090000000000032,Low,Low,0
,290.24,0.0,0.0,90,Haze,haze,2012-10-24 15:00:00,5661.0,15,2,False,False,High,17.090000000000032,Low,Low,0
,290.24,0.0,0.0,90,Rain,moderate rain,2012-10-24 15:00:00,5661.0,15,2,False,False,High,17.090000000000032,Low,Low,0
,290.01,0.0,0.0,90,Mist,mist,2012-10-24 16:00:00,5812.0,16,2,False,True,High,16.860000000000014,Low,Low,0
,289.62,0.0,0.0,90,Haze,haze,2012-10-24 17:00:00,5855.0,17,2,False,True,High,16.470000000000027,Low,Low,0
,289.62,0.0,0.0,90,Mist,mist,2012-10-24 17:00:00,5855.0,17,2,False,True,High,16.470000000000027,Low,Low,0
,289.61,0.0,0.0,90,Haze,haze,2012-10-24 18:00:00,4416.0,18,2,False,True,Medium,16.460000000000036,Low,Low,0
,289.61,0.0,0.0,90,Mist,mist,2012-10-24 18:00:00,4416.0,18,2,False,True,Medium,16.460000000000036,Low,Low,0
,289.06,0.0,0.0,90,Mist,mist,2012-10-24 19:00:00,3118.0,19,2,False,False,Medium,15.910000000000025,Low,Low,0
,288.34,0.0,0.0,75,Haze,haze,2012-10-24 20:00:00,2877.0,20,2,False,False,Medium,15.189999999999998,Low,Low,0
,288.34,0.0,0.0,75,Mist,mist,2012-10-24 20:00:00,2877.0,20,2,False,False,Medium,15.189999999999998,Low,Low,0
,287.06,0.0,0.0,20,Mist,mist,2012-10-24 21:00:00,2498.0,21,2,False,False,Medium,13.910000000000025,Medium,Low,0
,287.41,0.0,0.0,75,Mist,mist,2012-10-24 22:00:00,1701.0,22,2,False,False,Low,14.260000000000048,Medium,Low,0
,287.52,0.0,0.0,90,Mist,mist,2012-10-24 23:00:00,1028.0,23,2,False,False,Low,14.370000000000005,Medium,Low,0
,287.81,0.0,0.0,90,Mist,mist,2012-10-25 00:00:00,578.0,0,3,False,False,Low,14.660000000000025,Medium,Low,0
,287.29,0.0,0.0,75,Mist,mist,2012-10-25 01:00:00,354.0,1,3,False,False,Low,14.140000000000043,Medium,Low,0
,287.23,0.0,0.0,90,Mist,mist,2012-10-25 02:00:00,272.0,2,3,False,False,Low,14.080000000000041,Medium,Low,0
,286.44,0.0,0.0,90,Mist,mist,2012-10-25 03:00:00,370.0,3,3,False,False,Low,13.29000000000002,Medium,Low,0
,285.32,0.0,0.0,90,Mist,mist,2012-10-25 04:00:00,809.0,4,3,False,False,Low,12.170000000000016,Medium,Low,0
,285.32,0.0,0.0,90,Fog,fog,2012-10-25 04:00:00,809.0,4,3,False,False,Low,12.170000000000016,Medium,Low,0
